symbol,effective_from,effective_to,screening_snapshot_date,membership_source,membership_confidence,source_id,source_note,is_exact_index_membership,is_shariah_screened_eligible
ASTL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ASTM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ATBA,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ATLH,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ATRL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AVN,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AWTX,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AWWAL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BAFS,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BATA,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BCL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BECO,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BERG,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BFMOD,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BHAT,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BIFO,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BIPL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BNL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BNWM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BPL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BRR,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BTL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BUXL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BWCL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
BWHL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CCM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CEPB,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CFL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CHCC,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CLOV,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CLVL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CNERGY,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
COLG,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CPHL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CPPL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CSAP,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
CTM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
DAAG,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
DADX,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
